CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalItems,IsUK,Churned,ChurnProbability,ChurnRiskTier,Segment,RFM_Total
12473,25,2,1024.25,16.25793650793651,59,869,0,0,32.9,Low Risk,Loyal Customers,11
12474,9,13,3984.06,16.881610169491527,152,2777,0,0,15.8,Safe,Champions,14
12476,51,6,2687.67,23.997053571428573,90,1104,0,0,30.2,Low Risk,Champions,14
12477,11,3,8834.03,44.392110552763825,156,2518,0,0,20.4,Safe,Champions,14
12480,53,3,1892.95,17.053603603603605,96,1082,0,0,32.3,Low Risk,Champions,13
12481,90,8,3687.7599999999998,24.422251655629136,111,2338,0,0,31.9,Low Risk,Champions,14
12483,9,6,1290.06,26.87625,37,782,0,0,29.9,Low Risk,Champions,13
12484,13,3,3215.15,11.523835125448029,221,1843,0,0,16.6,Safe,Loyal Customers,12
12489,246,1,298.93,21.35214285714286,14,103,0,1,73.6,Medium Risk,Lost,4
12490,3,6,3210.59,20.19238993710692,101,1991,0,0,22.8,Safe,Champions,15
12492,15,1,108.39,13.54875,8,68,0,0,38.0,Low Risk,Hibernating,6
12493,76,2,415.74,19.79714285714286,19,206,0,1,45.7,Low Risk,Lost,6
12494,72,5,760.86,16.188510638297874,41,358,0,0,39.9,Low Risk,Champions,13
12500,17,6,1647.84,63.378461538461536,19,1263,0,0,32.8,Low Risk,Champions,14
12501,247,1,2025.3899999999999,13.685067567567566,148,1775,0,1,59.2,Medium Risk,Hibernating,6
12502,6,5,2995.87,21.097676056338027,101,794,0,1,24.0,Safe,At Risk,11
12506,143,1,73.5,3.1956521739130435,23,23,0,1,57.3,Medium Risk,Lost,3
12507,44,3,1052.81,55.41105263157895,18,885,0,1,39.6,Low Risk,At Risk,9
12509,194,1,158.5,26.416666666666668,6,54,0,1,67.2,Medium Risk,Lost,3
12510,53,2,814.57,26.276451612903227,28,347,0,1,40.8,Low Risk,Hibernating,7
12513,23,1,558.29,16.420294117647057,34,459,0,1,36.3,Low Risk,Hibernating,6
12514,177,1,1017.6800000000001,19.95450980392157,51,440,0,1,59.4,Medium Risk,Hibernating,6
12515,263,1,278.7,18.58,15,128,0,1,75.7,High Risk,Lost,4
12516,91,1,529.2,44.1,12,342,0,0,49.9,Low Risk,Hibernating,8
12517,36,2,1448.7,7.916393442622951,172,836,0,0,23.5,Safe,Champions,13
12518,20,1,288.83,16.99,17,185,0,0,37.8,Low Risk,Champions,13
12520,52,4,1829.85,15.639743589743588,103,1087,0,0,30.7,Low Risk,At Risk,11
12521,53,1,545.68,14.748108108108108,37,306,0,1,40.7,Low Risk,Hibernating,6
12523,18,7,927.75,15.724576271186441,48,555,0,0,29.4,Low Risk,Champions,13
12524,72,6,2744.48,24.94981818181818,91,2269,0,0,33.0,Low Risk,Champions,15
12526,4,1,484.3,17.29642857142857,28,316,0,0,34.1,Low Risk,Loyal Customers,12
12527,205,2,266.92,19.065714285714286,14,220,0,0,67.2,Medium Risk,Hibernating,7
12528,25,4,1089.37,17.85852459016393,45,492,0,0,32.9,Low Risk,Champions,14
12530,34,3,1095.65,25.480232558139537,38,593,0,0,35.8,Low Risk,Loyal Customers,11
12534,41,1,981.18,15.82548387096774,62,645,0,1,35.9,Low Risk,Hibernating,7
12535,2,2,716.35,21.069117647058825,28,219,0,1,33.0,Low Risk,Hibernating,7
12539,172,3,4517.69,19.642130434782608,125,1621,0,0,47.4,Low Risk,Champions,13
12540,2,11,7874.86,25.402774193548385,206,4384,0,0,12.5,Safe,Champions,14
12541,83,2,480.14,18.466923076923077,26,417,0,0,46.0,Low Risk,Loyal Customers,10
12545,170,1,544.15,16.48939393939394,33,343,0,0,60.4,Medium Risk,Hibernating,7
12547,108,2,151.8,25.3,6,132,0,1,52.7,Medium Risk,Lost,4
12548,76,1,67.19999999999999,16.799999999999997,4,48,0,1,48.5,Low Risk,Lost,4
12551,268,1,168.0,16.8,10,100,0,1,76.7,High Risk,Lost,3
12553,20,7,2113.59,16.384418604651163,80,1334,0,0,26.3,Low Risk,Champions,15
12556,61,1,312.9,4.670149253731343,60,166,0,0,39.4,Low Risk,Potential Loyalists,8
12557,68,4,9000.960000000001,310.3779310344828,15,3464,0,0,41.3,Low Risk,Champions,13
12559,221,2,525.71,26.285500000000003,20,281,0,1,68.8,Medium Risk,Hibernating,6
12560,53,1,1292.31,17.00407894736842,76,812,0,0,36.1,Low Risk,Recent Customers,11
12561,213,1,238.85,14.928125,16,177,0,1,68.9,Medium Risk,Lost,3
12562,37,3,1443.23,19.243066666666667,52,767,0,0,34.7,Low Risk,Champions,15
12564,171,1,402.9,20.145,20,130,0,1,62.1,Medium Risk,Lost,4
12565,199,1,145.92,16.21333333333333,9,80,0,1,67.6,Medium Risk,Lost,3
12567,6,9,7165.98,20.016703910614524,270,3495,0,0,10.5,Safe,Champions,14
12569,2,15,1645.68,21.09846153846154,47,828,0,0,22.0,Safe,Champions,15
12571,32,1,248.35,17.739285714285714,14,197,0,0,40.0,Low Risk,Potential Loyalists,8
12573,137,1,160.54,5.7335714285714285,26,84,0,1,56.0,Medium Risk,Lost,3
12574,226,1,182.45,18.244999999999997,10,59,0,1,71.3,Medium Risk,Lost,3
12576,6,4,936.55,15.105645161290322,54,665,0,0,29.3,Low Risk,Loyal Customers,11
12577,269,1,195.89,2.923731343283582,67,134,0,0,71.6,Medium Risk,Loyal Customers,9
12578,240,1,1412.66,20.473333333333336,69,741,0,0,67.1,Medium Risk,Recent Customers,11
12580,157,1,379.7,16.508695652173913,23,236,0,1,59.5,Medium Risk,Lost,4
12582,149,2,351.36,17.568,20,296,0,1,57.7,Medium Risk,Lost,5
12583,17,9,3908.21,28.527080291970805,83,3445,0,0,23.9,Safe,Champions,15
12584,37,4,698.59,21.16939393939394,26,135,0,0,36.9,Low Risk,Champions,15
12585,144,2,1824.1,21.459999999999997,76,1267,0,1,49.9,Low Risk,Hibernating,7
12589,55,1,113.5,12.61111111111111,9,82,0,0,44.4,Low Risk,Recent Customers,9
12590,121,1,9341.26,139.4217910447761,67,4282,0,1,46.3,Low Risk,Hibernating,7
12591,227,1,368.84999999999997,14.753999999999998,25,225,0,1,69.9,Medium Risk,Lost,4
12592,2,2,401.6,25.1,10,288,0,1,34.9,Low Risk,Lost,6
12593,19,3,382.1,19.105,13,204,0,1,36.4,Low Risk,Hibernating,7
12594,31,7,2399.9,26.965168539325845,45,1435,0,0,31.2,Low Risk,Loyal Customers,13
12596,152,1,213.95,15.282142857142857,14,154,0,0,59.8,Medium Risk,Hibernating,7
12597,93,2,1120.81,14.747499999999999,71,664,0,0,42.2,Low Risk,Champions,13
12598,72,3,1422.38,23.706333333333337,44,962,0,0,41.0,Low Risk,Champions,15
12599,37,6,731.04,17.405714285714286,24,742,0,0,35.4,Low Risk,Loyal Customers,12
12600,23,8,1720.56,41.964878048780484,25,532,0,0,31.6,Low Risk,Champions,14
12601,100,5,487.06,21.176521739130436,20,240,0,1,47.0,Low Risk,At Risk,8
12604,172,1,160.5,17.833333333333332,9,136,0,0,63.5,Medium Risk,Lost,5
12609,96,2,674.73,16.456829268292683,41,511,0,0,46.4,Low Risk,At Risk,9
12610,16,2,1104.25,15.775,67,620,0,0,30.8,Low Risk,Champions,12
12613,108,3,1336.52,18.824225352112677,64,752,0,0,44.6,Low Risk,Loyal Customers,12
12614,188,1,315.6,15.780000000000001,20,76,0,1,64.8,Medium Risk,Lost,4
12615,78,1,580.74,19.358,30,410,0,0,45.6,Low Risk,Champions,14
12616,5,2,641.3,21.376666666666665,24,280,0,1,33.8,Low Risk,Hibernating,7
12619,26,4,1535.78,43.87942857142857,26,1746,0,0,34.9,Low Risk,Champions,14
12620,115,1,561.66,17.02,33,434,0,0,51.4,Medium Risk,Loyal Customers,11
12621,10,15,9223.039999999999,27.696816816816813,207,5385,0,0,11.4,Safe,Champions,15
12622,142,1,162.1,16.21,10,68,0,1,58.7,Medium Risk,Lost,3
12623,186,1,269.1,15.829411764705883,17,189,0,1,64.8,Medium Risk,Lost,4
12624,16,2,569.13,15.809166666666666,35,351,0,1,34.3,Low Risk,Hibernating,7
12625,122,2,2413.82,28.735952380952384,72,1597,0,1,46.6,Low Risk,Hibernating,8
12626,23,6,4288.0,21.44,169,2310,0,0,19.5,Safe,Champions,14
12627,6,4,2493.83,18.203138686131386,111,1562,0,0,23.7,Safe,Champions,15
12633,40,3,1732.75,20.876506024096386,65,1056,0,0,33.6,Low Risk,Loyal Customers,11
12635,0,2,1509.18,15.244242424242424,95,1162,0,1,25.8,Low Risk,Hibernating,8
12637,2,7,5501.5,17.689710610932476,175,2835,0,0,16.3,Safe,Loyal Customers,13
12639,149,1,366.1,17.433333333333334,21,198,0,1,58.5,Medium Risk,Lost,4
12641,25,1,145.9,16.211111111111112,9,71,0,1,39.5,Low Risk,Lost,4
12642,18,1,330.45,14.367391304347825,23,275,0,0,36.8,Low Risk,Loyal Customers,10
12643,38,6,3041.64,168.98,10,1788,0,1,36.6,Low Risk,At Risk,12
12644,40,1,477.90999999999997,15.416451612903225,31,325,0,1,39.3,Low Risk,Lost,5
12645,20,3,1220.86,21.801071428571426,51,820,0,0,32.3,Low Risk,Loyal Customers,11
12647,36,9,2472.71,29.791686746987953,62,1016,0,0,28.8,Low Risk,Champions,14
12648,65,1,300.05,15.002500000000001,20,159,0,1,44.7,Low Risk,Lost,5
12649,17,3,569.51,19.638275862068966,27,583,0,1,34.5,Low Risk,At Risk,8
12651,245,1,114.0,12.666666666666666,9,78,0,1,74.0,Medium Risk,Lost,3
12652,241,1,793.98,16.8931914893617,47,498,0,1,69.6,Medium Risk,Hibernating,5
12653,59,2,2209.85,51.391860465116274,37,919,0,1,40.5,Low Risk,Hibernating,9
12654,108,3,301.75,15.0875,18,149,0,0,50.3,Medium Risk,Loyal Customers,12
12656,26,3,2514.67,38.10106060606061,50,1263,0,0,33.0,Low Risk,Champions,13
12662,17,7,2437.66,16.251066666666667,95,1388,0,0,24.6,Safe,Champions,15
12664,54,3,1757.48,117.16533333333334,9,500,0,0,42.2,Low Risk,Champions,15
12665,235,1,45.0,22.5,2,36,0,1,73.3,Medium Risk,Lost,3
12668,169,3,2438.47,20.32058333333333,103,1307,0,0,49.9,Low Risk,Champions,14
12669,61,2,1427.73,14.568673469387756,96,1104,0,1,34.3,Low Risk,Hibernating,8
12670,9,3,1490.47,27.099454545454545,39,753,0,0,31.9,Low Risk,Champions,14
12672,240,1,225.9,22.59,10,78,0,1,73.2,Medium Risk,Lost,3
12673,237,1,220.9,9.604347826086956,23,171,0,0,71.5,Medium Risk,Recent Customers,10
12674,2,3,1312.0,23.428571428571427,41,782,0,0,30.7,Low Risk,Loyal Customers,11
12676,34,4,838.05,32.232692307692304,20,490,0,0,37.0,Low Risk,Champions,13
12678,11,7,7624.26,87.6351724137931,77,5179,0,0,24.3,Safe,Loyal Customers,13
12679,116,2,798.38,19.009047619047617,42,401,0,0,49.6,Low Risk,Loyal Customers,11
12680,0,2,370.15999999999997,14.806399999999998,25,270,0,0,33.0,Low Risk,Loyal Customers,12
12681,62,15,8948.58,19.495816993464054,218,5368,0,0,14.7,Safe,Champions,14
12682,11,20,7373.92,21.946190476190477,148,3484,0,0,12.8,Safe,Champions,15
12683,3,12,5956.19,22.908423076923075,163,3943,0,0,14.8,Safe,Champions,15
12684,81,3,1241.48,22.99037037037037,35,1266,0,0,43.5,Low Risk,Champions,15
12685,3,2,1462.42,16.618409090909093,82,909,0,0,27.5,Low Risk,Champions,14
12686,282,1,71.14,11.856666666666667,6,106,0,1,78.7,High Risk,Lost,3
12688,24,1,4873.81,28.50181286549708,171,3028,0,1,22.2,Safe,Hibernating,8
12689,38,1,475.03,14.394848484848485,33,279,0,0,38.8,Low Risk,Recent Customers,10
12690,116,1,335.01,22.334,15,103,0,1,53.8,Medium Risk,Lost,4
12691,55,3,484.3,26.905555555555555,15,194,0,0,41.9,Low Risk,Champions,12
12693,37,4,711.91,20.340285714285713,34,247,0,1,36.0,Low Risk,At Risk,9
12694,93,1,385.5,20.289473684210527,19,320,0,0,49.4,Low Risk,Potential Loyalists,8
12695,17,2,333.9,17.573684210526313,17,172,0,0,36.5,Low Risk,Loyal Customers,12
12697,41,2,573.91,21.255925925925926,26,355,0,0,39.2,Low Risk,Loyal Customers,10
12700,66,2,1951.05,16.25875,109,1365,0,0,33.5,Low Risk,Champions,14
12701,152,1,301.08,15.053999999999998,20,244,0,0,59.1,Medium Risk,Hibernating,7
12704,16,3,900.9200000000001,19.168510638297874,39,460,0,0,33.0,Low Risk,Champions,14
12705,68,4,3928.52,19.257450980392157,176,2586,0,0,25.3,Low Risk,Champions,14
12707,202,1,603.42,18.285454545454545,33,256,0,1,65.4,Medium Risk,Hibernating,5
12708,12,7,1833.77,16.372946428571428,70,978,0,0,26.3,Low Risk,Champions,14
12709,6,11,6960.79,51.1822794117647,88,2840,0,0,20.7,Safe,Champions,14
12710,7,3,1023.02,13.824594594594595,74,844,0,1,28.2,Low Risk,At Risk,9
12712,17,11,3499.08,33.97165048543689,53,920,0,0,25.6,Low Risk,Champions,14
12714,17,4,3065.7,16.394117647058824,166,2240,0,0,20.3,Safe,Champions,14
12715,16,1,273.86,13.693000000000001,19,195,0,1,36.9,Low Risk,Lost,5
12716,43,1,623.9,14.179545454545455,44,500,0,0,38.3,Low Risk,Recent Customers,11
12717,61,2,830.98,15.678867924528301,48,502,0,1,39.8,Low Risk,Hibernating,7
12720,4,17,3275.84,14.242782608695652,163,3061,0,0,13.0,Safe,Champions,15
12721,93,4,1500.91,15.315408163265307,87,1122,0,0,38.6,Low Risk,Champions,14
12722,25,3,929.65,18.593,48,559,0,0,33.4,Low Risk,At Risk,10
12724,83,2,244.36,15.2725,14,176,0,0,47.5,Low Risk,Loyal Customers,12
12725,281,1,371.8,16.16521739130435,23,162,0,1,77.1,High Risk,Lost,4
12726,95,5,1359.32,21.924516129032256,39,1936,0,0,43.5,Low Risk,Champions,14
12727,5,6,2869.7,26.088181818181816,90,1730,0,0,24.1,Safe,Champions,15
12728,167,3,527.31,17.576999999999998,28,251,0,0,58.9,Medium Risk,Loyal Customers,10
12729,24,1,417.01,16.6804,25,231,0,1,37.5,Low Risk,Lost,5
12731,54,8,11180.25,62.81039325842696,83,5431,0,0,28.2,Low Risk,Champions,14
12732,90,1,218.26,19.84181818181818,11,110,0,1,49.9,Low Risk,Lost,3
12733,144,1,383.95,17.452272727272728,22,137,0,1,57.6,Medium Risk,Lost,4
12734,263,1,110.39999999999999,27.599999999999998,4,88,0,1,76.6,High Risk,Lost,3
12735,225,2,689.5699999999999,16.818780487804876,37,363,0,1,67.6,Medium Risk,Hibernating,6
12736,243,1,144.0,48.0,3,168,0,1,74.2,Medium Risk,Lost,3
12738,282,1,137.35,13.735,10,147,0,1,78.3,High Risk,Lost,3
12739,9,1,975.54,26.365945945945946,37,485,0,1,33.7,Low Risk,Hibernating,7
12743,44,2,546.43,4.077835820895522,114,319,0,1,30.2,Low Risk,Hibernating,7
12744,55,3,8121.13,44.37775956284153,162,4635,0,0,24.9,Safe,Loyal Customers,12
12747,20,8,2769.4,39.56285714285715,34,862,1,0,28.4,Low Risk,Champions,15
12748,1,131,13623.03,6.710852216748769,1163,9216,1,0,0.0,Safe,Champions,15
12749,41,3,2755.23,21.525234375,113,1080,1,0,27.1,Low Risk,Champions,14
12750,39,1,275.88,18.392,15,137,0,1,41.0,Low Risk,Lost,5
12753,46,5,16620.91,100.12596385542169,114,9211,0,0,25.1,Low Risk,Champions,14
12754,146,3,3010.7400000000002,47.789523809523814,49,6481,0,1,51.5,Medium Risk,At Risk,9
12755,191,2,3811.9500000000003,952.9875000000001,4,1491,0,1,65.6,Medium Risk,Hibernating,8
12757,53,3,1681.68,14.251525423728815,88,914,0,0,33.2,Low Risk,Champions,14
12758,27,2,2791.59,28.779278350515465,84,2135,0,1,30.2,Low Risk,Hibernating,9
12759,82,2,1007.52,15.7425,59,625,0,0,41.9,Low Risk,Loyal Customers,10
12763,48,2,494.08,27.448888888888888,16,316,0,1,41.5,Low Risk,Hibernating,7
12764,227,1,1693.88,37.64177777777778,45,386,0,1,67.7,Medium Risk,Hibernating,6
12766,59,5,4532.19,20.232991071428568,160,2480,0,0,24.9,Safe,Champions,15
12769,149,1,1143.6,35.7375,32,356,0,1,57.1,Medium Risk,Hibernating,6
12770,121,1,1351.45,112.62083333333334,12,743,0,1,54.7,Medium Risk,Hibernating,6
12775,100,4,1074.68,22.389166666666668,35,734,0,0,45.9,Low Risk,Champions,12
12778,93,4,432.06,16.002222222222223,24,454,0,0,46.2,Low Risk,Loyal Customers,12
12779,100,7,2999.41,28.84048076923077,68,1385,0,0,39.1,Low Risk,Loyal Customers,13
12781,195,1,549.26,36.617333333333335,15,346,0,0,66.3,Medium Risk,Potential Loyalists,8
12782,60,4,1714.67,20.172588235294118,72,945,0,0,35.1,Low Risk,Champions,13
12785,274,1,255.95,19.68846153846154,13,129,0,1,77.2,High Risk,Lost,4
12787,2,2,314.65999999999997,22.475714285714282,14,208,0,0,34.5,Low Risk,Loyal Customers,10
12790,102,1,294.92,14.746,20,164,0,1,50.8,Medium Risk,Lost,4
12791,284,1,177.6,177.6,1,96,0,1,79.3,High Risk,Lost,3
12792,167,1,344.54,14.355833333333335,24,215,0,1,61.0,Medium Risk,Lost,4
12793,245,2,461.48,20.976363636363637,20,292,0,1,72.2,Medium Risk,Lost,5
12794,9,1,317.0,15.85,20,227,0,0,35.7,Low Risk,Potential Loyalists,8
12797,276,1,226.03,18.835833333333333,12,117,0,1,77.5,High Risk,Lost,3
12798,81,1,1607.04,267.84,6,2256,0,0,48.5,Low Risk,Loyal Customers,13
12802,97,1,397.58,16.565833333333334,24,312,0,1,49.5,Low Risk,Lost,4
12808,95,2,253.35,16.89,15,107,0,0,49.4,Low Risk,Loyal Customers,8
12809,88,1,405.31,16.887916666666666,24,217,0,1,48.0,Low Risk,Lost,5
12811,172,2,458.85,16.3875,26,227,0,1,60.7,Medium Risk,Lost,5
12814,12,1,85.92,85.92,1,48,0,1,38.4,Low Risk,Lost,4
12815,58,2,863.46,19.188000000000002,37,374,0,1,40.6,Low Risk,Hibernating,7
12816,6,2,452.2,16.748148148148147,26,125,0,1,33.8,Low Risk,Lost,6
12817,191,1,126.03999999999999,42.01333333333333,3,52,0,1,67.1,Medium Risk,Lost,3
12818,172,1,1182.08,90.92923076923077,13,920,0,1,62.8,Medium Risk,Hibernating,6
12820,237,1,170.46,15.496363636363638,11,146,1,0,71.1,Medium Risk,Champions,13
12821,124,1,92.72,15.453333333333333,6,70,1,1,54.2,Medium Risk,Lost,3
12823,37,4,1224.0,306.0,1,160,1,0,37.8,Low Risk,At Risk,10
12826,89,4,818.62,14.618214285714286,50,721,1,0,40.4,Low Risk,Champions,14
12828,9,3,415.51,16.6204,23,157,1,0,32.0,Low Risk,Champions,14
12829,247,2,293.0,26.636363636363637,9,376,1,1,71.9,Medium Risk,Lost,5
12830,1,5,6414.32,178.17555555555555,13,8696,1,0,28.4,Low Risk,Loyal Customers,13
12831,172,1,215.05,23.894444444444446,9,135,1,1,61.6,Medium Risk,Lost,3
12832,8,1,267.8,14.877777777777778,18,132,1,0,34.0,Low Risk,Recent Customers,8
12833,55,1,417.38,17.390833333333333,24,156,1,1,40.6,Low Risk,Lost,5
12834,193,1,312.38,17.354444444444443,18,110,1,1,63.9,Medium Risk,Lost,4
12836,47,3,2112.53,16.90024,110,858,1,0,28.3,Low Risk,Loyal Customers,12
12837,83,1,134.1,11.174999999999999,12,24,1,1,46.7,Low Risk,Lost,4
12838,284,1,390.78999999999996,6.6235593220338975,59,228,1,0,72.7,Medium Risk,Potential Loyalists,8
12839,2,9,3097.39,17.018626373626372,73,2071,1,0,21.8,Safe,Champions,15
12840,54,4,2726.77,24.13070796460177,67,1511,1,1,32.7,Low Risk,At Risk,11
12841,0,18,3071.51,9.628557993730409,178,2000,1,0,10.9,Safe,Champions,15
12842,219,1,310.73,22.195,14,157,1,0,68.2,Medium Risk,Potential Loyalists,9
