CustomerID,Country,IsUK,CohortMonth,TotalOrders,TotalRevenue,AvgOrderValue,FirstPurchase,LastPurchase,DaysSinceLastPurchase,ActiveMonths
12513,France,0,2011-08,1,558.29,16.42,2011-08-19 10:51:00,2011-08-19 10:51:00,111,1
12514,Italy,0,2011-03,1,1017.68,19.95,2011-03-17 16:38:00,2011-03-17 16:38:00,266,1
12515,Italy,0,2010-12,1,278.7,18.58,2010-12-21 15:43:00,2010-12-21 15:43:00,352,1
12516,Germany,0,2011-06,2,1186.06,49.42,2011-06-12 11:37:00,2011-09-23 09:13:00,76,2
12517,Germany,0,2011-06,4,2322.84,8.27,2011-06-02 15:13:00,2011-11-11 13:57:00,27,4
12518,Germany,0,2011-08,5,1840.89,15.47,2011-08-21 13:18:00,2011-12-09 10:13:00,0,5
12519,Germany,0,2011-10,1,286.84,16.87,2011-10-07 09:26:00,2011-10-07 09:26:00,62,1
12520,Germany,0,2011-03,5,2346.26,15.96,2011-03-11 11:35:00,2011-09-21 15:23:00,78,4
12521,Germany,0,2011-07,1,545.68,14.75,2011-07-20 10:51:00,2011-07-20 10:51:00,141,1
12522,Germany,0,2011-10,2,156.72,15.67,2011-10-19 14:41:00,2011-10-31 15:30:00,38,1
12523,France,0,2011-01,11,1699.77,16.66,2011-01-12 09:43:00,2011-11-20 12:55:00,18,9
12524,Germany,0,2011-01,8,3945.72,29.01,2011-01-10 10:35:00,2011-11-30 15:31:00,8,7
12526,Germany,0,2011-09,3,1172.66,17.25,2011-09-06 14:19:00,2011-12-09 12:09:00,0,3
12527,Germany,0,2011-01,3,330.71,19.45,2011-01-18 12:05:00,2011-09-19 11:55:00,80,3
12528,Germany,0,2011-01,6,1645.48,19.13,2011-01-31 09:05:00,2011-11-30 14:40:00,8,6
12530,Germany,0,2011-01,4,1500.28,24.2,2011-01-07 10:04:00,2011-10-11 12:34:00,58,4
12531,Germany,0,2011-11,1,125.22,7.37,2011-11-25 11:12:00,2011-11-25 11:12:00,13,1
12532,France,0,2011-11,1,313.83,20.92,2011-11-09 13:47:00,2011-11-09 13:47:00,29,1
12534,Germany,0,2011-08,1,981.18,15.83,2011-08-01 10:26:00,2011-08-01 10:26:00,129,1
12535,France,0,2011-06,2,716.35,21.07,2011-06-06 12:47:00,2011-09-09 08:48:00,90,2
12536,France,0,2011-10,1,4279.71,16.52,2011-10-11 14:52:00,2011-10-11 14:52:00,58,1
12538,Spain,0,2011-11,1,363.95,17.33,2011-11-10 17:16:00,2011-11-10 17:16:00,28,1
12539,Spain,0,2011-01,4,5568.35,20.4,2011-01-10 09:11:00,2011-11-17 13:30:00,21,3
12540,Spain,0,2010-12,17,11580.24,25.12,2010-12-13 09:39:00,2011-11-20 11:31:00,18,11
12541,Spain,0,2011-03,3,841.18,17.17,2011-03-04 09:32:00,2011-11-10 10:40:00,28,3
12544,Spain,0,2011-11,1,316.7,17.59,2011-11-03 16:15:00,2011-11-03 16:15:00,35,1
12545,Spain,0,2011-03,2,832.39,17.34,2011-03-25 12:04:00,2011-09-25 13:39:00,74,2
12546,Spain,0,2011-09,2,1021.5,15.25,2011-09-23 09:44:00,2011-10-24 12:09:00,45,2
12547,Spain,0,2011-03,2,151.8,25.3,2011-03-04 12:46:00,2011-05-26 12:38:00,196,2
12548,Spain,0,2011-06,1,67.2,16.8,2011-06-26 15:35:00,2011-06-26 15:35:00,165,1
12550,Spain,0,2011-09,1,824.83,14.73,2011-09-21 14:35:00,2011-09-21 14:35:00,78,1
12551,Spain,0,2010-12,1,168.0,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,356,1
12552,Italy,0,2011-10,1,317.82,16.73,2011-10-31 12:11:00,2011-10-31 12:11:00,38,1
12553,France,0,2011-01,10,3278.28,18.01,2011-01-14 10:42:00,2011-12-01 16:38:00,7,9
12556,Spain,0,2011-07,2,603.71,4.99,2011-07-11 13:35:00,2011-10-20 13:06:00,49,2
12557,Spain,0,2010-12,5,11990.96,363.36,2010-12-03 12:20:00,2011-11-23 16:59:00,15,5
12558,USA,0,2011-12,1,269.96,24.54,2011-12-02 10:41:00,2011-12-02 10:41:00,6,1
12559,Germany,0,2011-01,2,525.71,26.29,2011-01-24 10:12:00,2011-02-02 09:49:00,309,2
12560,Germany,0,2011-07,2,1918.01,18.62,2011-07-19 15:55:00,2011-12-04 13:54:00,4,2
12561,Germany,0,2011-02,1,238.85,14.93,2011-02-10 11:39:00,2011-02-10 11:39:00,301,1
12562,France,0,2011-05,7,3385.74,21.03,2011-05-25 12:44:00,2011-12-01 17:20:00,7,7
12564,France,0,2011-03,1,402.9,20.15,2011-03-23 14:55:00,2011-03-23 14:55:00,260,1
12565,Saudi Arabia,0,2011-02,1,145.92,16.21,2011-02-24 10:34:00,2011-02-24 10:34:00,287,1
12566,Germany,0,2011-09,1,297.65,16.54,2011-09-14 14:30:00,2011-09-14 14:30:00,85,1
12567,France,0,2010-12,10,8609.28,19.66,2010-12-05 11:57:00,2011-11-17 11:02:00,21,7
12569,Germany,0,2011-04,32,3152.69,20.08,2011-04-01 13:47:00,2011-12-07 16:24:00,1,9
12571,France,0,2011-08,2,519.61,15.28,2011-08-10 12:35:00,2011-10-31 10:19:00,38,2
12572,Germany,0,2011-10,2,912.42,15.73,2011-10-19 08:20:00,2011-12-01 09:20:00,7,2
12573,France,0,2011-04,1,160.54,5.73,2011-04-26 15:52:00,2011-04-26 15:52:00,226,1
12574,France,0,2011-01,1,182.45,18.25,2011-01-28 09:20:00,2011-01-28 09:20:00,314,1
12576,Poland,0,2011-02,5,1315.83,14.95,2011-02-08 11:31:00,2011-11-04 10:11:00,34,5
12577,France,0,2010-12,3,653.85,4.48,2010-12-15 16:21:00,2011-11-04 13:24:00,34,2
12578,Italy,0,2011-01,2,2402.51,21.45,2011-01-13 15:34:00,2011-11-18 13:30:00,20,2
12579,France,0,2011-09,1,386.42,13.8,2011-09-22 17:15:00,2011-09-22 17:15:00,77,1
12580,Germany,0,2011-04,1,379.7,16.51,2011-04-07 10:24:00,2011-04-07 10:24:00,245,1
12581,Germany,0,2011-10,1,179.71,12.84,2011-10-31 08:56:00,2011-10-31 08:56:00,38,1
12582,Finland,0,2011-02,2,351.36,17.57,2011-02-24 11:42:00,2011-04-15 08:45:00,237,2
12583,France,0,2010-12,15,6705.38,28.9,2010-12-01 08:45:00,2011-12-07 08:07:00,1,12
12584,Italy,0,2011-03,9,2254.15,23.73,2011-03-04 15:15:00,2011-12-06 09:35:00,2,8
12585,Germany,0,2010-12,2,1824.1,21.46,2010-12-23 12:58:00,2011-04-19 13:39:00,233,2
12586,Italy,0,2011-11,1,196.94,17.9,2011-11-22 16:24:00,2011-11-22 16:24:00,16,1
12587,Finland,0,2011-12,1,104.0,34.67,2011-12-02 12:47:00,2011-12-02 12:47:00,6,1
12588,Finland,0,2011-10,1,174.9,19.43,2011-10-31 15:01:00,2011-10-31 15:01:00,38,1
12589,France,0,2011-07,2,574.68,17.41,2011-07-18 12:05:00,2011-11-11 10:19:00,27,2
12590,Germany,0,2011-05,1,9341.26,139.42,2011-05-12 14:46:00,2011-05-12 14:46:00,210,1
12591,Italy,0,2011-01,1,368.85,14.75,2011-01-26 14:35:00,2011-01-26 14:35:00,316,1
12592,Germany,0,2011-05,2,401.6,25.1,2011-05-10 13:44:00,2011-09-08 15:04:00,91,2
12593,France,0,2011-05,3,382.1,19.11,2011-05-05 09:29:00,2011-08-23 12:43:00,107,2
12594,Italy,0,2011-01,9,3208.22,28.14,2011-01-21 09:52:00,2011-11-02 12:20:00,36,9
12596,Spain,0,2011-04,2,450.27,18.01,2011-04-11 13:22:00,2011-10-19 13:02:00,50,2
12597,Spain,0,2011-03,4,3195.22,15.82,2011-03-16 14:00:00,2011-11-20 13:33:00,18,4
12598,France,0,2011-02,7,2807.08,22.1,2011-02-28 11:58:00,2011-11-30 12:18:00,8,5
12599,France,0,2011-02,7,888.58,16.16,2011-02-08 13:28:00,2011-11-10 13:34:00,28,6
12600,Germany,0,2010-12,10,2311.04,42.8,2010-12-03 12:57:00,2011-11-11 10:29:00,27,9
12601,Germany,0,2011-01,5,487.06,21.18,2011-01-11 10:38:00,2011-06-03 10:17:00,188,5
12602,France,0,2011-10,1,153.12,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,57,1
12603,Germany,0,2011-11,1,613.2,613.2,2011-11-18 10:42:00,2011-11-18 10:42:00,20,1
12604,France,0,2011-03,2,236.18,15.75,2011-03-23 12:06:00,2011-09-21 14:08:00,78,2
12607,USA,0,2011-10,1,1579.51,15.64,2011-10-10 16:06:00,2011-10-10 16:06:00,59,1
12609,Germany,0,2011-01,3,964.85,16.93,2011-01-25 15:13:00,2011-09-22 16:34:00,77,3
12610,Italy,0,2011-08,4,1747.54,17.13,2011-08-05 13:52:00,2011-11-17 09:34:00,21,3
12611,Italy,0,2011-10,1,1193.32,18.36,2011-10-18 13:12:00,2011-10-18 13:12:00,51,1
12612,Germany,0,2011-09,1,668.04,37.11,2011-09-26 15:35:00,2011-09-26 15:35:00,73,1
12613,Germany,0,2011-03,4,3092.38,20.75,2011-03-22 15:42:00,2011-10-13 14:59:00,56,3
12614,Germany,0,2011-03,1,315.6,15.78,2011-03-07 10:22:00,2011-03-07 10:22:00,276,1
12615,France,0,2011-06,4,2093.19,20.72,2011-06-24 13:35:00,2011-12-07 15:02:00,1,4
12616,France,0,2011-02,2,641.3,21.38,2011-02-15 14:17:00,2011-09-05 15:17:00,94,2
12617,France,0,2011-11,1,355.53,8.47,2011-11-10 14:39:00,2011-11-10 14:39:00,28,1
12618,Italy,0,2011-11,1,137.31,13.73,2011-11-18 11:10:00,2011-11-18 11:10:00,20,1
12619,Germany,0,2011-03,8,2945.56,35.92,2011-03-31 13:10:00,2011-11-23 14:52:00,15,6
12620,France,0,2011-05,3,1303.41,14.32,2011-05-19 12:10:00,2011-11-25 10:20:00,13,3
12621,Germany,0,2010-12,20,12411.67,27.64,2010-12-09 10:16:00,2011-12-08 11:25:00,0,12
12622,Germany,0,2011-04,1,162.1,16.21,2011-04-21 16:39:00,2011-04-21 16:39:00,231,1
12623,Germany,0,2011-03,1,269.1,15.83,2011-03-08 13:50:00,2011-03-08 13:50:00,275,1
12624,France,0,2011-06,2,569.13,15.81,2011-06-15 12:34:00,2011-08-25 15:04:00,105,2
12625,Germany,0,2011-01,2,2413.82,28.74,2011-01-24 13:27:00,2011-05-12 09:54:00,210,2
12626,Germany,0,2011-01,9,5954.48,20.89,2011-01-17 11:01:00,2011-11-16 16:06:00,22,6
12627,Germany,0,2011-07,6,4082.53,18.23,2011-07-22 13:59:00,2011-11-29 12:07:00,9,5
12628,Germany,0,2011-10,3,732.46,19.28,2011-10-06 09:28:00,2011-12-05 13:15:00,3,3
12630,Finland,0,2011-10,2,1030.88,16.63,2011-10-27 10:41:00,2011-11-30 10:48:00,8,2
12631,Finland,0,2011-10,1,480.5,16.02,2011-10-13 13:53:00,2011-10-13 13:53:00,56,1
12633,Germany,0,2011-02,4,1929.98,19.9,2011-02-25 08:44:00,2011-10-12 11:40:00,57,4
12635,Germany,0,2011-07,2,1509.18,15.24,2011-07-08 08:43:00,2011-09-11 11:04:00,88,2
12637,France,0,2011-01,8,5823.9,15.05,2011-01-20 10:47:00,2011-10-03 13:46:00,66,6
12638,Sweden,0,2011-11,1,511.69,13.47,2011-11-06 13:11:00,2011-11-06 13:11:00,32,1
12639,Sweden,0,2011-04,1,366.1,17.43,2011-04-15 12:48:00,2011-04-15 12:48:00,237,1
12640,France,0,2011-09,3,994.58,19.89,2011-09-19 12:01:00,2011-11-16 11:52:00,22,2
12641,Sweden,0,2011-08,1,145.9,16.21,2011-08-16 13:26:00,2011-08-16 13:26:00,114,1
12642,Germany,0,2011-08,3,905.26,20.57,2011-08-24 09:23:00,2011-11-14 15:03:00,24,3
12643,France,0,2011-01,6,3041.64,168.98,2011-01-11 11:48:00,2011-08-03 12:56:00,127,4
12644,Germany,0,2011-08,1,477.91,15.42,2011-08-02 10:33:00,2011-08-02 10:33:00,128,1
12645,Germany,0,2011-01,4,1631.18,23.64,2011-01-27 13:08:00,2011-11-06 12:38:00,32,4
12646,USA,0,2011-10,2,1346.97,29.93,2011-10-21 12:52:00,2011-12-05 10:14:00,3,2
